Count,Title,Release Date,Team,Team1,Team2,Rating,Number of Reviews,Genres,Genre1,Genre2,Genre3,Genre4,Genre5,Genre6,Summary,Plays,Playing,Backlogs,Wishlist,Team Count
1104,Sekiro: Shadows Die Twice - GOTY Edition,2020-10-28,"['Activision', 'FromSoftware']",Activision, FromSoftware,4.6,173,"['Adventure', 'Brawler', 'RPG']",Adventure,Brawler,RPG,Not applicable,Not applicable,Not applicable,"carve your own clever path to vengeance in the award winning adventure from developer fromsoftware creators of the dark souls series
take revenge restore your honor kill ingeniously
this game of the year edition now includes bonus content
 reflection and gauntlet of strength  new boss challenge modes
 remnants  leave messages and recordings of your actions that other players can view and rate
 3 unlockable cosmetic skins",1400,153,461,373,2
1105,Saints Row IV,2013-08-19,"['Volition', 'Deep Silver']",Volition, Deep Silver,3.1,386,"['Adventure', 'Shooter']",Adventure,Shooter,Not applicable,Not applicable,Not applicable,Not applicable,unlike the first three games in the franchise saints row 4 does not center around the main character defeating three rival gangs in order to take over a city the saints have now become a household name and their leader has become the president of the unites states the antagonists in saints row 4 are an invading alien race known as the zin most of the game takes place within a computer simulation of the city of steelport controlled by the zin where the protagonist is attempting to free himself and his companions,7200,64,775,176,2
1106,Fallout 2,1998-10-29,"['Black Isle Studios', 'Interplay Entertainment']",Black Isle Studios, Interplay Entertainment,4.1,532,"['RPG', 'Turn-Based-Strategy']",RPG,Turn-Based-Strategy,Not applicable,Not applicable,Not applicable,Not applicable,a turnbased tactical western rpg in which the chosen one is tasked with exploring postnuclear california to locate and retrieve the fabled garden of eden creation kit for their faminestricken tribe while coming into contact through branching dialogue trees with numerous tribes factions and microcivilizations each with their own virtues vices socioeconomic situations and political agendas,2400,72,2100,493,2
1107,Chrono Cross,1999-11-18,['Square'],Square,Not applicable,4.0,554,['RPG'],RPG,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,chrono cross the sequel to the snes favorite chrono trigger is one of the most ambitious roleplaying games ever made there are over 40 playable characters each with their backstory special moves abilities and weapons the story spans two discs and follows the story of serge a young man who is able to cross dimensions suddenly he is pulled between worlds trying to figure out his own past at the same time the graphics are bright and beautiful utilizing the playstations capabilities to the fullest the polygonal character models are huge and detailed and the prerendered backgrounds are immaculately detailed the music is composed and arranged by yasunori mitsuda and features very realisticsounding synthesizers the battle system revolves around elements which are used to grant magical powers as well as to summon huge monsters for anyone that wanted to see the story of chrono trigger continue this is your chance,1700,60,1500,768,1
1108,Fire Emblem: Path of Radiance,2005-04-20,"['Intelligent Systems Co Ltd', 'Nintendo']",Intelligent Systems Co Ltd, Nintendo,4.2,703,"['RPG', 'Strategy', 'Tactical', 'Turn-Based-Strategy']",RPG,Strategy,Tactical,Turn-Based-Strategy,Not applicable,Not applicable,fire emblem path of radiance is a tactical roleplaying video game developed by intelligent systems and nintendo spd and published by nintendo for the gamecube home console in 2005 it is the ninth main installment in the fire emblem seriesc and the third to be released in the west as with previous installments gameplay revolves around positioning characters on a battlefield to defeat an opposing force if characters are defeated in battle they are removed from the rest of the game,2900,155,1500,716,2
1109,Kingdom Hearts Final Mix,2002-12-26,"['Square', 'Squaresoft']",Square, Squaresoft,3.8,428,['RPG'],RPG,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,originally released only in japan on december 26 2002 kingdom hearts final mix has several events and a number of gameplay tweaks that are not in previous releases spoken dialogue is in english with japanese subtitles new scenes clarifying certain plot points such as rikus journey and foreshadowing of kingdom hearts ii were included but no new dialogue was recorded a gameplay option allows the player to skip cutscenes after seeing them once the optional bosses first included in the english version were introduced to japanese players for the first time along with a new fight against unknown man in an attempt to raise interest for the sequel,3700,104,452,162,2
1110,Professor Layton and the Curious Village,2007-02-15,"['Nintendo', 'Level-5']",Nintendo, Level-5,3.7,439,"['Point-and-Click', 'Puzzle', 'Visual-Novel']",Point-and-Click,Puzzle,Visual-Novel,Not applicable,Not applicable,Not applicable,in the curious village of st mystere townsfolk speak to each other in riddles lock their doors with sliding puzzles and hide their secrets within brainteasers when a wealthy baron passes away his will reveals an elusive treasure hidden someplace inside the village now its up to professor layton to untangle st mysteres riddles and puzzles find the hidden treasure and crack the case,4200,128,879,407,2
1111,Ys VIII: Lacrimosa of Dana,2016-07-21,"['NIS America', 'Nihon Falcom']",NIS America, Nihon Falcom,4.2,620,"['Adventure', 'RPG']",Adventure,RPG,Not applicable,Not applicable,Not applicable,Not applicable,ys returns with a brand new adventure for the first time in 8 years adol awakens shipwrecked and stranded on a cursed island there he and the other shipwrecked passengers he rescues form a village to challenge fearsome beasts and mysterious ruins on the isolated island,1900,131,1100,575,2
1112,Hotel Dusk: Room 215,2007-01-22,"['Nintendo', 'Cing']",Nintendo, Cing,4.0,439,"['Adventure', 'Point-and-Click', 'Puzzle', 'Visual-Novel']",Adventure,Point-and-Click,Puzzle,Visual-Novel,Not applicable,Not applicable,take control of an interactive mystery novel and discover the secrets of hotel dusk who is kyle hyde and what really happened in room 215 take stylus in hand and navigate a tangled web of lies betrayal and murder to learn the answers,1600,87,1300,838,2
1113,Postal 2,2003-04-13,"['Running with Scissors', 'Whiptail Interactive']",Running with Scissors, Whiptail Interactive,3.4,338,"['Adventure', 'Indie', 'Shooter']",Adventure,Indie,Shooter,Not applicable,Not applicable,Not applicable,try to live a week as the postal dude doing everyday chores on your todo list such as picking up milk at the grocery store in a world where cats can be used as assault rifle silencers its not surprising that a milk carton costs 5 bucks stealing said carton might be relatively easy in your basic corner shop but when the shop is owned by a bunch of trigger happy jihadists you might want to think twice about trying to leave without paying for your overpriced groceries little mistakes like that might just flip the switch and make you go postal,3400,67,739,183,2
1114,Fez,2012-04-13,['Microsoft Studios'],Microsoft Studios,Not applicable,3.6,493,"['Adventure', 'Indie', 'Platform', 'Puzzle']",Adventure,Indie,Platform,Puzzle,Not applicable,Not applicable,gomez is a 2d creature living in a 2d world or is he when the existence of a mysterious 3rd dimension is revealed to him gomez is sent out on a journey that will take him to the very end of time and space use your ability to navigate 3d structures from 4 distinct classic 2d perspectives explore a serene and beautiful openended world full of secrets puzzles and hidden treasures unearth the mysteries of the past and discover the truth about reality and perception change your perspective and look at the world in a different way,4400,90,1500,561,1
1115,Marvel's Midnight Suns,2022-12-02,"['Firaxis Games', '2K Games']",Firaxis Games, 2K Games,3.9,172,"['RPG', 'Strategy', 'Tactical']",RPG,Strategy,Tactical,Not applicable,Not applicable,Not applicable,marvels midnight suns is a new tactical rpg set in the darker side of the marvel universe putting you facetoface against demonic forces of the underworld as you team up with and live among the midnight suns earths last line of defense,280,145,277,459,2
1116,Streets of Rage 4,2020-04-30,"['Lizardcube', 'DotEmu']",Lizardcube, DotEmu,3.9,620,"['Arcade', 'Brawler', 'Fighting', 'Indie']",Arcade,Brawler,Fighting,Indie,Not applicable,Not applicable,streets of rage 4 is an allnew continuation of the iconic arcade brawler series known for its radical fights jammin’ ‘90s beats and dashing sparring gloves and bandanas,2900,80,693,538,2
